COMMAND                               PID              USER   FD      TYPE         NODE NAME
gnome-keyring-d                      1342            kwchen  exe       REG    134277 /usr/bin/gnome-keyring-daemon
gnome-keyring-d                      1342            kwchen  mem       REG    138307 /usr/lib/locale/locale-archive
gnome-keyring-d                      1342            kwchen  mem       REG    144416 /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.9.0
gnome-keyring-d                      1342            kwchen  mem       REG    143548 /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
gnome-keyring-d                      1342            kwchen  mem       REG    143947 /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.28.0
gnome-keyring-d                      1342            kwchen  mem       REG    144412 /usr/lib/x86_64-linux-gnu/libpcre.so.3.13.3
gnome-keyring-d                      1342            kwchen  mem       REG    143801 /usr/lib/x86_64-linux-gnu/libffi.so.7.1.0
gnome-keyring-d                      1342            kwchen  mem       REG    144514 /usr/lib/x86_64-linux-gnu/libresolv-2.31.so
gnome-keyring-d                      1342            kwchen  mem       REG    144570 /usr/lib/x86_64-linux-gnu/libselinux.so.1
gnome-keyring-d                      1342            kwchen  mem       REG    144234 /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
gnome-keyring-d                      1342            kwchen  mem       REG    143706 /usr/lib/x86_64-linux-gnu/libdl-2.31.so
gnome-keyring-d                      1342            kwchen  mem       REG    144887 /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
gnome-keyring-d                      1342            kwchen  mem       REG    141672 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.6400.6
gnome-keyring-d                      1342            kwchen  mem       REG    144371 /usr/lib/x86_64-linux-gnu/libp11-kit.so.0.3.0
gnome-keyring-d                      1342            kwchen  mem       REG    143571 /usr/lib/x86_64-linux-gnu/libc-2.31.so
gnome-keyring-d                      1342            kwchen  mem       REG    144473 /usr/lib/x86_64-linux-gnu/libpthread-2.31.so
gnome-keyring-d                      1342            kwchen  mem       REG    143590 /usr/lib/x86_64-linux-gnu/libcap-ng.so.0.0.0
gnome-keyring-d                      1342            kwchen  mem       REG    143871 /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.2.5
gnome-keyring-d                      1342            kwchen  mem       REG    141670 /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.6400.6
gnome-keyring-d                      1342            kwchen  mem       REG    141674 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.6400.6
gnome-keyring-d                      1342            kwchen  mem       REG    134970 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.6400.6
gnome-keyring-d                      1342            kwchen  mem       REG    143865 /usr/lib/x86_64-linux-gnu/libgck-1.so.0.0.0
gnome-keyring-d                      1342            kwchen  mem       REG    143867 /usr/lib/x86_64-linux-gnu/libgcr-base-3.so.1.0.0
gnome-keyring-d                      1342            kwchen  mem       REG    143357 /usr/lib/x86_64-linux-gnu/ld-2.31.so
gnome-keyring-d                      1342            kwchen    0r      CHR            6 /dev/null
gnome-keyring-d                      1342            kwchen    1r      CHR            6 /dev/null
gnome-keyring-d                      1342            kwchen    2r      CHR            6 /dev/null
gnome-keyring-d                      1342            kwchen    3r      CHR           11 /dev/urandom
gnome-keyring-d                      1342            kwchen    4r     FIFO        32031 pipe:[32031]
gnome-keyring-d                      1342            kwchen    6u  unknown        12123 [eventfd]
gnome-keyring-d                      1342            kwchen    7u     SOCK        32032 socket:[32032]
gnome-keyring-d                      1342            kwchen    8u  unknown        12123 [eventfd]
gnome-keyring-d                      1342            kwchen    9u     SOCK        32033 socket:[32033]
gnome-keyring-d                      1342            kwchen   10u  unknown        12123 [eventfd]
gnome-keyring-d                      1342            kwchen   11u     SOCK        33936 socket:[33936]
gnome-keyring-d                      1342            kwchen   12u     SOCK        33938 socket:[33938]
gnome-keyring-d                      1342            kwchen   13u     SOCK        34093 socket:[34093]
gnome-keyring-d                      1342            kwchen   14u     SOCK        34107 socket:[34107]
dbus-daemon                          1347            kwchen  cwd       DIR    181304 /home/kwchen
dbus-daemon                          1347            kwchen root       DIR         2 /
dbus-daemon                          1347            kwchen  exe       REG    134072 /usr/bin/dbus-daemon
dbus-daemon                          1347            kwchen  mem       REG    144346 /usr/lib/x86_64-linux-gnu/libnss_systemd.so.2
dbus-daemon                          1347            kwchen  mem       REG    144332 /usr/lib/x86_64-linux-gnu/libnss_files-2.31.so
dbus-daemon                          1347            kwchen  mem       REG    143947 /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.28.0
dbus-daemon                          1347            kwchen  mem       REG    143706 /usr/lib/x86_64-linux-gnu/libdl-2.31.so
dbus-daemon                          1347            kwchen  mem       REG    144416 /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.9.0
dbus-daemon                          1347            kwchen  mem       REG    143871 /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.2.5
dbus-daemon                          1347            kwchen  mem       REG    144206 /usr/lib/x86_64-linux-gnu/liblz4.so.1.9.2
dbus-daemon                          1347            kwchen  mem       REG    144208 /usr/lib/x86_64-linux-gnu/liblzma.so.5.2.4
dbus-daemon                          1347            kwchen  mem       REG    144534 /usr/lib/x86_64-linux-gnu/librt-2.31.so
dbus-daemon                          1347            kwchen  mem       REG    143571 /usr/lib/x86_64-linux-gnu/libc-2.31.so
dbus-daemon                          1347            kwchen  mem       REG    144473 /usr/lib/x86_64-linux-gnu/libpthread-2.31.so
dbus-daemon                          1347            kwchen  mem       REG    143469 /usr/lib/x86_64-linux-gnu/libapparmor.so.1.6.1
dbus-daemon                          1347            kwchen  mem       REG    143590 /usr/lib/x86_64-linux-gnu/libcap-ng.so.0.0.0
dbus-daemon                          1347            kwchen  mem       REG    143508 /usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0
dbus-daemon                          1347            kwchen  mem       REG    144570 /usr/lib/x86_64-linux-gnu/libselinux.so.1
dbus-daemon                          1347            kwchen  mem       REG    143787 /usr/lib/x86_64-linux-gnu/libexpat.so.1.6.11
dbus-daemon                          1347            kwchen  mem       REG    144636 /usr/lib/x86_64-linux-gnu/libsystemd.so.0.28.0
dbus-daemon                          1347            kwchen  mem       REG    143673 /usr/lib/x86_64-linux-gnu/libdbus-1.so.3.19.11
dbus-daemon                          1347            kwchen  mem       REG    143357 /usr/lib/x86_64-linux-gnu/ld-2.31.so
dbus-daemon                          1347            kwchen    0u      CHR            6 /dev/null
dbus-daemon                          1347            kwchen    1u     SOCK        32104 socket:[32104]
dbus-daemon                          1347            kwchen    2u     SOCK        32104 socket:[32104]
dbus-daemon                          1347            kwchen    3u     SOCK        31846 socket:[31846]
dbus-daemon                          1347            kwchen    4u  unknown        12123 [eventpoll]
dbus-daemon                          1347            kwchen    5u     SOCK        32117 socket:[32117]
dbus-daemon                          1347            kwchen    6r  unknown        12123 inotify
dbus-daemon                          1347            kwchen    7u     SOCK        32124 socket:[32124]
dbus-daemon                          1347            kwchen    8u     SOCK        32125 socket:[32125]
dbus-daemon                          1347            kwchen    9u     SOCK        32126 socket:[32126]
dbus-daemon                          1347            kwchen   10u     SOCK        32127 socket:[32127]
dbus-daemon                          1347            kwchen   11u     SOCK        38221 socket:[38221]
dbus-daemon                          1347            kwchen   12u     SOCK        32172 socket:[32172]
dbus-daemon                          1347            kwchen   13u     SOCK        32259 socket:[32259]
dbus-daemon                          1347            kwchen   14u     SOCK        32280 socket:[32280]
dbus-daemon                          1347            kwchen   15u     SOCK        32349 socket:[32349]
dbus-daemon                          1347            kwchen   16u     SOCK        32452 socket:[32452]
dbus-daemon                          1347            kwchen   17u     SOCK        32511 socket:[32511]
dbus-daemon                          1347            kwchen   18u     SOCK        32507 socket:[32507]
dbus-daemon                          1347            kwchen   19u     SOCK        32558 socket:[32558]
dbus-daemon                          1347            kwchen   20u     SOCK        33082 socket:[33082]
dbus-daemon                          1347            kwchen   21u     SOCK        32604 socket:[32604]
dbus-daemon                          1347            kwchen   22u     SOCK        32606 socket:[32606]
dbus-daemon                          1347            kwchen   23u     SOCK        33937 socket:[33937]
dbus-daemon                          1347            kwchen   24u     SOCK        33537 socket:[33537]
dbus-daemon                          1347            kwchen   25u     SOCK        38268 socket:[38268]
dbus-daemon                          1347            kwchen   26u     SOCK        33997 socket:[33997]
dbus-daemon                          1347            kwchen   27u     SOCK        34287 socket:[34287]
dbus-daemon                          1347            kwchen   28u     SOCK        34346 socket:[34346]
dbus-daemon                          1347            kwchen   29u     SOCK        34378 socket:[34378]
dbus-daemon                          1347            kwchen   30u     SOCK        34410 socket:[34410]
dbus-daemon                          1347            kwchen   31u     SOCK        34426 socket:[34426]
dbus-daemon                          1347            kwchen   32u     SOCK        34434 socket:[34434]
dbus-daemon                          1347            kwchen   33u     SOCK        34465 socket:[34465]
dbus-daemon                          1347            kwchen   34u     SOCK        34511 socket:[34511]
dbus-daemon                          1347            kwchen   35u     SOCK        34525 socket:[34525]
dbus-daemon                          1347            kwchen   36u     SOCK        34573 socket:[34573]
dbus-daemon                          1347            kwchen   37u     SOCK        34626 socket:[34626]
dbus-daemon                          1347            kwchen   38u     SOCK        34644 socket:[34644]
dbus-daemon                          1347            kwchen   39u     SOCK        34692 socket:[34692]
dbus-daemon                          1347            kwchen   40u     SOCK       338452 socket:[338452]
dbus-daemon                          1347            kwchen   41u     SOCK        35052 socket:[35052]
dbus-daemon                          1347            kwchen   42u     SOCK        35401 socket:[35401]
dbus-daemon                          1347            kwchen   43u     SOCK        35075 socket:[35075]
dbus-daemon                          1347            kwchen   44u     SOCK        35190 socket:[35190]
dbus-daemon                          1347            kwchen   45u     SOCK        35592 socket:[35592]
dbus-daemon                          1347            kwchen   46u     SOCK        35637 socket:[35637]
dbus-daemon                          1347            kwchen   47u     SOCK        35642 socket:[35642]
dbus-daemon                          1347            kwchen   48u     SOCK        35695 socket:[35695]
dbus-daemon                          1347            kwchen   49u     SOCK        35938 socket:[35938]
dbus-daemon                          1347            kwchen   50u     SOCK        36049 socket:[36049]
dbus-daemon                          1347            kwchen   51u     SOCK        36055 socket:[36055]
dbus-daemon                          1347            kwchen   52u     SOCK        36057 socket:[36057]
dbus-daemon                          1347            kwchen   53u     SOCK        36065 socket:[36065]
dbus-daemon                          1347            kwchen   54u     SOCK        36113 socket:[36113]
dbus-daemon                          1347            kwchen   55u     SOCK        36233 socket:[36233]
dbus-daemon                          1347            kwchen   56u     SOCK        36251 socket:[36251]
dbus-daemon                          1347            kwchen   57u     SOCK        36299 socket:[36299]
dbus-daemon                          1347            kwchen   58u     SOCK        36396 socket:[36396]
dbus-daemon                          1347            kwchen   59u     SOCK        36429 socket:[36429]
dbus-daemon                          1347            kwchen   60u     SOCK        36453 socket:[36453]
dbus-daemon                          1347            kwchen   61u     SOCK        36966 socket:[36966]
dbus-daemon                          1347            kwchen   62u     SOCK        37081 socket:[37081]
dbus-daemon                          1347            kwchen   63u     SOCK        37136 socket:[37136]
dbus-daemon                          1347            kwchen   64u     SOCK        39570 socket:[39570]
dbus-daemon                          1347            kwchen   65u     SOCK       337345 socket:[337345]
dbus-daemon                          1347            kwchen   71u     SOCK       204964 socket:[204964]
gvfsd                                1362            kwchen  cwd       DIR    181304 /home/kwchen
gvfsd                                1362            kwchen root       DIR         2 /
gvfsd                                1362            kwchen  exe       REG    145138 /usr/libexec/gvfsd
gvfsd                                1362            kwchen  mem       REG    138307 /usr/lib/locale/locale-archive
gvfsd                                1362            kwchen  mem       REG    143947 /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.28.0
gvfsd                                1362            kwchen  mem       REG    144416 /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.9.0
gvfsd                                1362            kwchen  mem       REG    143548 /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
gvfsd                                1362            kwchen  mem       REG    143871 /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.2.5
gvfsd                                1362            kwchen  mem       REG    144371 /usr/lib/x86_64-linux-gnu/libp11-kit.so.0.3.0
gvfsd                                1362            kwchen  mem       REG    143865 /usr/lib/x86_64-linux-gnu/libgck-1.so.0.0.0
gvfsd                                1362            kwchen  mem       REG    144412 /usr/lib/x86_64-linux-gnu/libpcre.so.3.13.3
gvfsd                                1362            kwchen  mem       REG    143801 /usr/lib/x86_64-linux-gnu/libffi.so.7.1.0
gvfsd                                1362            kwchen  mem       REG    144473 /usr/lib/x86_64-linux-gnu/libpthread-2.31.so
gvfsd                                1362            kwchen  mem       REG    144514 /usr/lib/x86_64-linux-gnu/libresolv-2.31.so
gvfsd                                1362            kwchen  mem       REG    144570 /usr/lib/x86_64-linux-gnu/libselinux.so.1
gvfsd                                1362            kwchen  mem       REG    144234 /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
gvfsd                                1362            kwchen  mem       REG    143706 /usr/lib/x86_64-linux-gnu/libdl-2.31.so
gvfsd                                1362            kwchen  mem       REG    144887 /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
gvfsd                                1362            kwchen  mem       REG    141672 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.6400.6
gvfsd                                1362            kwchen  mem       REG    144569 /usr/lib/x86_64-linux-gnu/libsecret-1.so.0.0.0
gvfsd                                1362            kwchen  mem       REG    143867 /usr/lib/x86_64-linux-gnu/libgcr-base-3.so.1.0.0
gvfsd                                1362            kwchen  mem       REG    143571 /usr/lib/x86_64-linux-gnu/libc-2.31.so
gvfsd                                1362            kwchen  mem       REG    141670 /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.6400.6
gvfsd                                1362            kwchen  mem       REG    141674 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.6400.6
gvfsd                                1362            kwchen  mem       REG    134970 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.6400.6
gvfsd                                1362            kwchen  mem       REG    272861 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
gvfsd                                1362            kwchen  mem       REG    272862 /usr/lib/x86_64-linux-gnu/gvfs/libgvfsdaemon.so
gvfsd                                1362            kwchen  mem       REG    143357 /usr/lib/x86_64-linux-gnu/ld-2.31.so
gvfsd                                1362            kwchen    0r      CHR            6 /dev/null
gvfsd                                1362            kwchen    1u     SOCK        32169 socket:[32169]
gvfsd                                1362            kwchen    2u     SOCK        32169 socket:[32169]
gvfsd                                1362            kwchen    3u  unknown        12123 [eventfd]
gvfsd                                1362            kwchen    4u  unknown        12123 [eventfd]
gvfsd                                1362            kwchen    5u     SOCK        32171 socket:[32171]
gvfsd                                1362            kwchen    6u  unknown        12123 [eventfd]
gvfsd                                1362            kwchen    7r     FIFO        32177 pipe:[32177]
gvfsd                                1362            kwchen    8w     FIFO        32177 pipe:[32177]
gvfsd-fuse                           1367            kwchen  cwd       DIR    181304 /home/kwchen
gvfsd-fuse                           1367            kwchen root       DIR         2 /
gvfsd-fuse                           1367            kwchen  exe       REG    145150 /usr/libexec/gvfsd-fuse
gvfsd-fuse                           1367            kwchen  mem       REG    399167 /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
gvfsd-fuse                           1367            kwchen  mem       REG    144416 /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.9.0
gvfsd-fuse                           1367            kwchen  mem       REG    143548 /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
gvfsd-fuse                           1367            kwchen  mem       REG    144412 /usr/lib/x86_64-linux-gnu/libpcre.so.3.13.3
gvfsd-fuse                           1367            kwchen  mem       REG    143801 /usr/lib/x86_64-linux-gnu/libffi.so.7.1.0
gvfsd-fuse                           1367            kwchen  mem       REG    144514 /usr/lib/x86_64-linux-gnu/libresolv-2.31.so
gvfsd-fuse                           1367            kwchen  mem       REG    144570 /usr/lib/x86_64-linux-gnu/libselinux.so.1
gvfsd-fuse                           1367            kwchen  mem       REG    144234 /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
gvfsd-fuse                           1367            kwchen  mem       REG    144887 /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
gvfsd-fuse                           1367            kwchen  mem       REG    141672 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.6400.6
gvfsd-fuse                           1367            kwchen  mem       REG    143706 /usr/lib/x86_64-linux-gnu/libdl-2.31.so
gvfsd-fuse                           1367            kwchen  mem       REG    143571 /usr/lib/x86_64-linux-gnu/libc-2.31.so
gvfsd-fuse                           1367            kwchen  mem       REG    144473 /usr/lib/x86_64-linux-gnu/libpthread-2.31.so
gvfsd-fuse                           1367            kwchen  mem       REG    141670 /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.6400.6
gvfsd-fuse                           1367            kwchen  mem       REG    141674 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.6400.6
gvfsd-fuse                           1367            kwchen  mem       REG    134970 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.6400.6
gvfsd-fuse                           1367            kwchen  mem       REG    143838 /usr/lib/x86_64-linux-gnu/libfuse.so.2.9.9
gvfsd-fuse                           1367            kwchen  mem       REG    272544 /usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
gvfsd-fuse                           1367            kwchen  mem       REG    272861 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
gvfsd-fuse                           1367            kwchen  mem       REG    143357 /usr/lib/x86_64-linux-gnu/ld-2.31.so
gvfsd-fuse                           1367            kwchen    0r      CHR            6 /dev/null
gvfsd-fuse                           1367            kwchen    1u     SOCK        32169 socket:[32169]
gvfsd-fuse                           1367            kwchen    2u     SOCK        32169 socket:[32169]
gvfsd-fuse                           1367            kwchen    3u      CHR           87 /dev/fuse
gvfsd-fuse                           1367            kwchen    4u  unknown        12123 [eventfd]
gvfsd-fuse                           1367            kwchen    5u  unknown        12123 [eventfd]
gvfsd-fuse                           1367            kwchen    6u     SOCK        32258 socket:[32258]
gvfsd-fuse                           1367            kwchen    7r     FIFO        32177 pipe:[32177]
gvfsd-fuse                           1367            kwchen    8w     FIFO        32177 pipe:[32177]
gvfsd-fuse                           1367            kwchen    9u  unknown        12123 [eventfd]
gvfs-udisks2-vo                      1368            kwchen  cwd       DIR    181304 /home/kwchen
gvfs-udisks2-vo                      1368            kwchen root       DIR         2 /
gvfs-udisks2-vo                      1368            kwchen  exe       REG    145137 /usr/libexec/gvfs-udisks2-volume-monitor
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144332 /usr/lib/x86_64-linux-gnu/libnss_files-2.31.so
gvfs-udisks2-vo                      1368            kwchen  mem       REG    399162 /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
gvfs-udisks2-vo                      1368            kwchen  mem       REG    527550 /usr/share/glib-2.0/schemas/gschemas.compiled
gvfs-udisks2-vo                      1368            kwchen  mem       REG    272861 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
gvfs-udisks2-vo                      1368            kwchen  mem       REG    399167 /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
gvfs-udisks2-vo                      1368            kwchen  mem       REG    138307 /usr/lib/locale/locale-archive
gvfs-udisks2-vo                      1368            kwchen  mem       REG    143947 /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.28.0
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144416 /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.9.0
gvfs-udisks2-vo                      1368            kwchen  mem       REG    143548 /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
gvfs-udisks2-vo                      1368            kwchen  mem       REG    143871 /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.2.5
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144206 /usr/lib/x86_64-linux-gnu/liblz4.so.1.9.2
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144208 /usr/lib/x86_64-linux-gnu/liblzma.so.5.2.4
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144534 /usr/lib/x86_64-linux-gnu/librt-2.31.so
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144704 /usr/lib/x86_64-linux-gnu/libudev.so.1.6.17
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144412 /usr/lib/x86_64-linux-gnu/libpcre.so.3.13.3
gvfs-udisks2-vo                      1368            kwchen  mem       REG    143801 /usr/lib/x86_64-linux-gnu/libffi.so.7.1.0
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144473 /usr/lib/x86_64-linux-gnu/libpthread-2.31.so
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144514 /usr/lib/x86_64-linux-gnu/libresolv-2.31.so
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144570 /usr/lib/x86_64-linux-gnu/libselinux.so.1
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144234 /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
gvfs-udisks2-vo                      1368            kwchen  mem       REG    143706 /usr/lib/x86_64-linux-gnu/libdl-2.31.so
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144887 /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
gvfs-udisks2-vo                      1368            kwchen  mem       REG    141672 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.6400.6
gvfs-udisks2-vo                      1368            kwchen  mem       REG    143571 /usr/lib/x86_64-linux-gnu/libc-2.31.so
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144569 /usr/lib/x86_64-linux-gnu/libsecret-1.so.0.0.0
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144636 /usr/lib/x86_64-linux-gnu/libsystemd.so.0.28.0
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144706 /usr/lib/x86_64-linux-gnu/libudisks2.so.0.0.0
gvfs-udisks2-vo                      1368            kwchen  mem       REG    144036 /usr/lib/x86_64-linux-gnu/libgudev-1.0.so.0.2.0
gvfs-udisks2-vo                      1368            kwchen  mem       REG    141670 /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.6400.6
gvfs-udisks2-vo                      1368            kwchen  mem       REG    141674 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.6400.6
gvfs-udisks2-vo                      1368            kwchen  mem       REG    134970 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.6400.6
gvfs-udisks2-vo                      1368            kwchen  DEL       REG    527554 /home/kwchen/.config/dconf/user (deleted)
gvfs-udisks2-vo                      1368            kwchen  mem       REG    143357 /usr/lib/x86_64-linux-gnu/ld-2.31.so
gvfs-udisks2-vo                      1368            kwchen  DEL       REG        35 /run/user/1000/dconf/user (deleted)
gvfs-udisks2-vo                      1368            kwchen    0r      CHR            6 /dev/null
gvfs-udisks2-vo                      1368            kwchen    1u     SOCK        32226 socket:[32226]
gvfs-udisks2-vo                      1368            kwchen    2u     SOCK        32226 socket:[32226]
gvfs-udisks2-vo                      1368            kwchen    3u  unknown        12123 [eventfd]
gvfs-udisks2-vo                      1368            kwchen    4u  unknown        12123 [eventfd]
gvfs-udisks2-vo                      1368            kwchen    5u     SOCK        32230 socket:[32230]
gvfs-udisks2-vo                      1368            kwchen    6u  unknown        12123 [eventfd]
gvfs-udisks2-vo                      1368            kwchen    7u     SOCK        32278 socket:[32278]
gvfs-udisks2-vo                      1368            kwchen    8u     SOCK        32279 socket:[32279]
gvfs-udisks2-vo                      1368            kwchen    9r  unknown        12123 inotify
gvfs-udisks2-vo                      1368            kwchen   10r      REG        32284 /proc/1368/mountinfo
gvfs-udisks2-vo                      1368            kwchen   11u  unknown        12123 [eventfd]
gvfs-goa-volume                      1380            kwchen  cwd       DIR    181304 /home/kwchen
gvfs-goa-volume                      1380            kwchen root       DIR         2 /
gvfs-goa-volume                      1380            kwchen  exe       REG    145134 /usr/libexec/gvfs-goa-volume-monitor
gvfs-goa-volume                      1380            kwchen  mem       REG    138307 /usr/lib/locale/locale-archive
gvfs-goa-volume                      1380            kwchen  mem       REG    144416 /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.9.0
gvfs-goa-volume                      1380            kwchen  mem       REG    143548 /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
gvfs-goa-volume                      1380            kwchen  mem       REG    143801 /usr/lib/x86_64-linux-gnu/libffi.so.7.1.0
gvfs-goa-volume                      1380            kwchen  mem       REG    144514 /usr/lib/x86_64-linux-gnu/libresolv-2.31.so
gvfs-goa-volume                      1380            kwchen  mem       REG    144570 /usr/lib/x86_64-linux-gnu/libselinux.so.1
gvfs-goa-volume                      1380            kwchen  mem       REG    144234 /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
gvfs-goa-volume                      1380            kwchen  mem       REG    143706 /usr/lib/x86_64-linux-gnu/libdl-2.31.so
gvfs-goa-volume                      1380            kwchen  mem       REG    144887 /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
gvfs-goa-volume                      1380            kwchen  mem       REG    141672 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.6400.6
gvfs-goa-volume                      1380            kwchen  mem       REG    144473 /usr/lib/x86_64-linux-gnu/libpthread-2.31.so
gvfs-goa-volume                      1380            kwchen  mem       REG    144412 /usr/lib/x86_64-linux-gnu/libpcre.so.3.13.3
gvfs-goa-volume                      1380            kwchen  mem       REG    143571 /usr/lib/x86_64-linux-gnu/libc-2.31.so
gvfs-goa-volume                      1380            kwchen  mem       REG    141674 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.6400.6
gvfs-goa-volume                      1380            kwchen  mem       REG    134970 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.6400.6
gvfs-goa-volume                      1380            kwchen  mem       REG    143937 /usr/lib/x86_64-linux-gnu/libgoa-1.0.so.0.0.0
gvfs-goa-volume                      1380            kwchen  mem       REG    141670 /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.6400.6
gvfs-goa-volume                      1380            kwchen  mem       REG    143357 /usr/lib/x86_64-linux-gnu/ld-2.31.so
gvfs-goa-volume                      1380            kwchen    0r      CHR            6 /dev/null
gvfs-goa-volume                      1380            kwchen    1u     SOCK        32346 socket:[32346]
gvfs-goa-volume                      1380            kwchen    2u     SOCK        32346 socket:[32346]
gvfs-goa-volume                      1380            kwchen    3u  unknown        12123 [eventfd]
gvfs-goa-volume                      1380            kwchen    4u  unknown        12123 [eventfd]
gvfs-goa-volume                      1380            kwchen    5u     SOCK        32347 socket:[32347]
gvfs-goa-volume                      1380            kwchen    6u  unknown        12123 [eventfd]
goa-daemon                           1384            kwchen  cwd       DIR    181304 /home/kwchen
goa-daemon                           1384            kwchen root       DIR         2 /
goa-daemon                           1384            kwchen  exe       REG    145107 /usr/libexec/goa-daemon
goa-daemon                           1384            kwchen  mem       REG    272861 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
goa-daemon                           1384            kwchen  mem       REG    399167 /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
goa-daemon                           1384            kwchen  mem       REG    399162 /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
goa-daemon                           1384            kwchen  mem       REG    527550 /usr/share/glib-2.0/schemas/gschemas.compiled
goa-daemon                           1384            kwchen  mem       REG    138307 /usr/lib/locale/locale-archive
goa-daemon                           1384            kwchen  mem       REG    143567 /usr/lib/x86_64-linux-gnu/libbsd.so.0.10.0
goa-daemon                           1384            kwchen  mem       REG    143669 /usr/lib/x86_64-linux-gnu/libdatrie.so.1.3.5
goa-daemon                           1384            kwchen  mem       REG    144704 /usr/lib/x86_64-linux-gnu/libudev.so.1.6.17
goa-daemon                           1384            kwchen  mem       REG    143413 /usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0
goa-daemon                           1384            kwchen  mem       REG    143402 /usr/lib/x86_64-linux-gnu/libXau.so.6.0.0
goa-daemon                           1384            kwchen  mem       REG    144166 /usr/lib/x86_64-linux-gnu/libkeyutils.so.1.8
