COMMAND                               PID              USER   FD      TYPE         NODE NAME
gvfsd-trash                          1715            kwchen  mem       REG    272861 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
gvfsd-trash                          1715            kwchen  mem       REG    272862 /usr/lib/x86_64-linux-gnu/gvfs/libgvfsdaemon.so
gvfsd-trash                          1715            kwchen  mem       REG    143357 /usr/lib/x86_64-linux-gnu/ld-2.31.so
gvfsd-trash                          1715            kwchen    0r      CHR            6 /dev/null
gvfsd-trash                          1715            kwchen    1u     SOCK        32169 socket:[32169]
gvfsd-trash                          1715            kwchen    2u     SOCK        32169 socket:[32169]
gvfsd-trash                          1715            kwchen    3u  unknown        12123 [eventfd]
gvfsd-trash                          1715            kwchen    4u  unknown        12123 [eventfd]
gvfsd-trash                          1715            kwchen    5u     SOCK        35051 socket:[35051]
gvfsd-trash                          1715            kwchen    6u  unknown        12123 [eventfd]
gvfsd-trash                          1715            kwchen    7r  unknown        12123 inotify
gvfsd-trash                          1715            kwchen    8r      REG        35054 /proc/1715/mountinfo
gvfsd-trash                          1715            kwchen   12u     SOCK        37176 socket:[37176]
gjs                                  1722            kwchen  cwd       DIR    181304 /home/kwchen
gjs                                  1722            kwchen root       DIR         2 /
gjs                                  1722            kwchen  exe       REG    134264 /usr/bin/gjs-console
gjs                                  1722            kwchen  mem       REG    134264 /usr/bin/gjs-console
gjs                                  1722            kwchen  mem       REG    272673 /usr/lib/x86_64-linux-gnu/girepository-1.0/Gio-2.0.typelib
gjs                                  1722            kwchen  mem       REG    276420 /usr/share/gnome-shell/gnome-shell-dbus-interfaces.gresource
gjs                                  1722            kwchen  mem       REG    272661 /usr/lib/x86_64-linux-gnu/girepository-1.0/GObject-2.0.typelib
gjs                                  1722            kwchen  mem       REG    272861 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
gjs                                  1722            kwchen  mem       REG    138307 /usr/lib/locale/locale-archive
gjs                                  1722            kwchen  mem       REG    272658 /usr/lib/x86_64-linux-gnu/girepository-1.0/GLib-2.0.typelib
gjs                                  1722            kwchen  mem       REG    399167 /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
gjs                                  1722            kwchen  mem       REG    143567 /usr/lib/x86_64-linux-gnu/libbsd.so.0.10.0
gjs                                  1722            kwchen  mem       REG    143413 /usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0
gjs                                  1722            kwchen  mem       REG    143402 /usr/lib/x86_64-linux-gnu/libXau.so.6.0.0
gjs                                  1722            kwchen  mem       REG    144737 /usr/lib/x86_64-linux-gnu/libuuid.so.1.3.0
gjs                                  1722            kwchen  mem       REG    143787 /usr/lib/x86_64-linux-gnu/libexpat.so.1.6.11
gjs                                  1722            kwchen  mem       REG    144101 /usr/lib/x86_64-linux-gnu/libicudata.so.66.1
gjs                                  1722            kwchen  mem       REG    144416 /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.9.0
gjs                                  1722            kwchen  mem       REG    143548 /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
gjs                                  1722            kwchen  mem       REG    143415 /usr/lib/x86_64-linux-gnu/libXext.so.6.4.0
gjs                                  1722            kwchen  mem       REG    143435 /usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0
gjs                                  1722            kwchen  mem       REG    144839 /usr/lib/x86_64-linux-gnu/libxcb-render.so.0.0.0
gjs                                  1722            kwchen  mem       REG    144857 /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0
gjs                                  1722            kwchen  mem       REG    144845 /usr/lib/x86_64-linux-gnu/libxcb-shm.so.0.0.0
gjs                                  1722            kwchen  mem       REG    144450 /usr/lib/x86_64-linux-gnu/libpng16.so.16.37.0
gjs                                  1722            kwchen  mem       REG    143834 /usr/lib/x86_64-linux-gnu/libfreetype.so.6.17.1
gjs                                  1722            kwchen  mem       REG    143811 /usr/lib/x86_64-linux-gnu/libfontconfig.so.1.12.0
gjs                                  1722            kwchen  mem       REG    144434 /usr/lib/x86_64-linux-gnu/libpixman-1.so.0.38.4
gjs                                  1722            kwchen  mem       REG    144670 /usr/lib/x86_64-linux-gnu/libtinfo.so.6.2
gjs                                  1722            kwchen  mem       REG    144111 /usr/lib/x86_64-linux-gnu/libicuuc.so.66.1
gjs                                  1722            kwchen  mem       REG    144103 /usr/lib/x86_64-linux-gnu/libicui18n.so.66.1
gjs                                  1722            kwchen  mem       REG    144211 /usr/lib/x86_64-linux-gnu/libm-2.31.so
gjs                                  1722            kwchen  mem       REG    144514 /usr/lib/x86_64-linux-gnu/libresolv-2.31.so
gjs                                  1722            kwchen  mem       REG    144570 /usr/lib/x86_64-linux-gnu/libselinux.so.1
gjs                                  1722            kwchen  mem       REG    144234 /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
gjs                                  1722            kwchen  mem       REG    143706 /usr/lib/x86_64-linux-gnu/libdl-2.31.so
gjs                                  1722            kwchen  mem       REG    144887 /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
gjs                                  1722            kwchen  mem       REG    141672 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.6400.6
gjs                                  1722            kwchen  mem       REG    144412 /usr/lib/x86_64-linux-gnu/libpcre.so.3.13.3
gjs                                  1722            kwchen  mem       REG    143858 /usr/lib/x86_64-linux-gnu/libgcc_s.so.1
gjs                                  1722            kwchen  mem       REG    144627 /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.28
gjs                                  1722            kwchen  mem       REG    143398 /usr/lib/x86_64-linux-gnu/libX11.so.6.3.0
gjs                                  1722            kwchen  mem       REG    143578 /usr/lib/x86_64-linux-gnu/libcairo-gobject.so.2.11600.0
gjs                                  1722            kwchen  mem       REG    143580 /usr/lib/x86_64-linux-gnu/libcairo.so.2.11600.0
gjs                                  1722            kwchen  mem       REG    144508 /usr/lib/x86_64-linux-gnu/libreadline.so.8.0
gjs                                  1722            kwchen  mem       REG    144237 /usr/lib/x86_64-linux-gnu/libmozjs-68.so.68.6.0
gjs                                  1722            kwchen  mem       REG    143801 /usr/lib/x86_64-linux-gnu/libffi.so.7.1.0
gjs                                  1722            kwchen  mem       REG    143907 /usr/lib/x86_64-linux-gnu/libgirepository-1.0.so.1.0.0
gjs                                  1722            kwchen  mem       REG    143571 /usr/lib/x86_64-linux-gnu/libc-2.31.so
gjs                                  1722            kwchen  mem       REG    144473 /usr/lib/x86_64-linux-gnu/libpthread-2.31.so
gjs                                  1722            kwchen  mem       REG    134970 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.6400.6
gjs                                  1722            kwchen  mem       REG    141674 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.6400.6
gjs                                  1722            kwchen  mem       REG    141670 /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.6400.6
gjs                                  1722            kwchen  mem       REG    143909 /usr/lib/x86_64-linux-gnu/libgjs.so.0.0.0
gjs                                  1722            kwchen  mem       REG    276429 /usr/share/gnome-shell/org.gnome.Shell.Notifications.src.gresource
gjs                                  1722            kwchen  mem       REG    272656 /usr/lib/x86_64-linux-gnu/girepository-1.0/GIRepository-2.0.typelib
gjs                                  1722            kwchen  mem       REG    143357 /usr/lib/x86_64-linux-gnu/ld-2.31.so
gjs                                  1722            kwchen  mem       REG    399169 /usr/lib/x86_64-linux-gnu/gjs/girepository-1.0/GjsPrivate-1.0.typelib
gjs                                  1722            kwchen    0u      CHR            6 /dev/null
gjs                                  1722            kwchen    1u     SOCK        35062 socket:[35062]
gjs                                  1722            kwchen    2u     SOCK        35064 socket:[35064]
gjs                                  1722            kwchen    3u  unknown        12123 [eventfd]
gjs                                  1722            kwchen    4u  unknown        12123 [eventfd]
gjs                                  1722            kwchen    5u     SOCK        35074 socket:[35074]
gjs                                  1722            kwchen    6u  unknown        12123 [eventfd]
gsd-a11y-settin                      1735            kwchen  cwd       DIR    181304 /home/kwchen
gsd-a11y-settin                      1735            kwchen root       DIR         2 /
gsd-a11y-settin                      1735            kwchen  exe       REG    145110 /usr/libexec/gsd-a11y-settings
gsd-a11y-settin                      1735            kwchen  mem       REG    399162 /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
gsd-a11y-settin                      1735            kwchen  mem       REG    527550 /usr/share/glib-2.0/schemas/gschemas.compiled
gsd-a11y-settin                      1735            kwchen  mem       REG    138307 /usr/lib/locale/locale-archive
gsd-a11y-settin                      1735            kwchen  mem       REG    144416 /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.9.0
gsd-a11y-settin                      1735            kwchen  mem       REG    143548 /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
gsd-a11y-settin                      1735            kwchen  mem       REG    144412 /usr/lib/x86_64-linux-gnu/libpcre.so.3.13.3
gsd-a11y-settin                      1735            kwchen  mem       REG    143801 /usr/lib/x86_64-linux-gnu/libffi.so.7.1.0
gsd-a11y-settin                      1735            kwchen  mem       REG    144473 /usr/lib/x86_64-linux-gnu/libpthread-2.31.so
gsd-a11y-settin                      1735            kwchen  mem       REG    144514 /usr/lib/x86_64-linux-gnu/libresolv-2.31.so
gsd-a11y-settin                      1735            kwchen  mem       REG    144570 /usr/lib/x86_64-linux-gnu/libselinux.so.1
gsd-a11y-settin                      1735            kwchen  mem       REG    144234 /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
gsd-a11y-settin                      1735            kwchen  mem       REG    143706 /usr/lib/x86_64-linux-gnu/libdl-2.31.so
gsd-a11y-settin                      1735            kwchen  mem       REG    144887 /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
gsd-a11y-settin                      1735            kwchen  mem       REG    141672 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.6400.6
gsd-a11y-settin                      1735            kwchen  mem       REG    144774 /usr/lib/x86_64-linux-gnu/libwayland-client.so.0.3.0
gsd-a11y-settin                      1735            kwchen  mem       REG    143571 /usr/lib/x86_64-linux-gnu/libc-2.31.so
gsd-a11y-settin                      1735            kwchen  mem       REG    141670 /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.6400.6
gsd-a11y-settin                      1735            kwchen  mem       REG    141674 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.6400.6
gsd-a11y-settin                      1735            kwchen  mem       REG    134970 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.6400.6
gsd-a11y-settin                      1735            kwchen  DEL       REG    527554 /home/kwchen/.config/dconf/user (deleted)
gsd-a11y-settin                      1735            kwchen  mem       REG    137878 /usr/lib/gnome-settings-daemon-3.0/libgsd.so
gsd-a11y-settin                      1735            kwchen  mem       REG    143357 /usr/lib/x86_64-linux-gnu/ld-2.31.so
gsd-a11y-settin                      1735            kwchen  DEL       REG        35 /run/user/1000/dconf/user (deleted)
gsd-a11y-settin                      1735            kwchen    0r      CHR            6 /dev/null
gsd-a11y-settin                      1735            kwchen    1u     SOCK        35188 socket:[35188]
gsd-a11y-settin                      1735            kwchen    2u     SOCK        35188 socket:[35188]
gsd-a11y-settin                      1735            kwchen    3u  unknown        12123 [eventfd]
gsd-a11y-settin                      1735            kwchen    4u  unknown        12123 [eventfd]
gsd-a11y-settin                      1735            kwchen    5u     SOCK        35189 socket:[35189]
gsd-a11y-settin                      1735            kwchen    6u  unknown        12123 [eventfd]
gsd-a11y-settin                      1735            kwchen    7u  unknown        12123 [eventfd]
gsd-color                            1738            kwchen  cwd       DIR    181304 /home/kwchen
gsd-color                            1738            kwchen root       DIR         2 /
gsd-color                            1738            kwchen  exe       REG    145112 /usr/libexec/gsd-color
gsd-color                            1738            kwchen  mem       REG    559988 /usr/share/themes/Yaru-dark/gtk-3.20/gtk.gresource
gsd-color                            1738            kwchen  mem       REG    272861 /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
gsd-color                            1738            kwchen  mem       REG    399167 /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
gsd-color                            1738            kwchen  mem       REG    399162 /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
gsd-color                            1738            kwchen  mem       REG    527550 /usr/share/glib-2.0/schemas/gschemas.compiled
gsd-color                            1738            kwchen  mem       REG    138307 /usr/lib/locale/locale-archive
gsd-color                            1738            kwchen  mem       REG    143567 /usr/lib/x86_64-linux-gnu/libbsd.so.0.10.0
gsd-color                            1738            kwchen  mem       REG    143669 /usr/lib/x86_64-linux-gnu/libdatrie.so.1.3.5
gsd-color                            1738            kwchen  mem       REG    143947 /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.28.0
gsd-color                            1738            kwchen  mem       REG    143413 /usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0
gsd-color                            1738            kwchen  mem       REG    143402 /usr/lib/x86_64-linux-gnu/libXau.so.6.0.0
gsd-color                            1738            kwchen  mem       REG    144355 /usr/lib/x86_64-linux-gnu/libogg.so.0.8.4
gsd-color                            1738            kwchen  mem       REG    144755 /usr/lib/x86_64-linux-gnu/libvorbis.so.0.4.8
gsd-color                            1738            kwchen  mem       REG    144737 /usr/lib/x86_64-linux-gnu/libuuid.so.1.3.0
gsd-color                            1738            kwchen  mem       REG    143787 /usr/lib/x86_64-linux-gnu/libexpat.so.1.6.11
gsd-color                            1738            kwchen  mem       REG    143964 /usr/lib/x86_64-linux-gnu/libgraphite2.so.3.2.1
gsd-color                            1738            kwchen  mem       REG    144654 /usr/lib/x86_64-linux-gnu/libthai.so.0.3.1
gsd-color                            1738            kwchen  mem       REG    143504 /usr/lib/x86_64-linux-gnu/libatspi.so.0.0.1
gsd-color                            1738            kwchen  mem       REG    143673 /usr/lib/x86_64-linux-gnu/libdbus-1.so.3.19.11
gsd-color                            1738            kwchen  mem       REG    143871 /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.2.5
gsd-color                            1738            kwchen  mem       REG    144206 /usr/lib/x86_64-linux-gnu/liblz4.so.1.9.2
gsd-color                            1738            kwchen  mem       REG    144208 /usr/lib/x86_64-linux-gnu/liblzma.so.5.2.4
gsd-color                            1738            kwchen  mem       REG    143435 /usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0
gsd-color                            1738            kwchen  mem       REG    144839 /usr/lib/x86_64-linux-gnu/libxcb-render.so.0.0.0
gsd-color                            1738            kwchen  mem       REG    144857 /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0
gsd-color                            1738            kwchen  mem       REG    144845 /usr/lib/x86_64-linux-gnu/libxcb-shm.so.0.0.0
gsd-color                            1738            kwchen  mem       REG    144450 /usr/lib/x86_64-linux-gnu/libpng16.so.16.37.0
gsd-color                            1738            kwchen  mem       REG    144434 /usr/lib/x86_64-linux-gnu/libpixman-1.so.0.38.4
gsd-color                            1738            kwchen  mem       REG    144416 /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.9.0
gsd-color                            1738            kwchen  mem       REG    143548 /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
gsd-color                            1738            kwchen  mem       REG    144199 /usr/lib/x86_64-linux-gnu/libltdl.so.7.3.1
gsd-color                            1738            kwchen  mem       REG    144644 /usr/lib/x86_64-linux-gnu/libtdb.so.1.4.2
gsd-color                            1738            kwchen  mem       REG    144759 /usr/lib/x86_64-linux-gnu/libvorbisfile.so.3.3.7
gsd-color                            1738            kwchen  mem       REG    144534 /usr/lib/x86_64-linux-gnu/librt-2.31.so
gsd-color                            1738            kwchen  mem       REG    143415 /usr/lib/x86_64-linux-gnu/libXext.so.6.4.0
gsd-color                            1738            kwchen  mem       REG    144778 /usr/lib/x86_64-linux-gnu/libwayland-egl.so.1.0.0
gsd-color                            1738            kwchen  mem       REG    144776 /usr/lib/x86_64-linux-gnu/libwayland-cursor.so.0.0.0
gsd-color                            1738            kwchen  mem       REG    144861 /usr/lib/x86_64-linux-gnu/libxkbcommon.so.0.0.0
gsd-color                            1738            kwchen  mem       REG    143411 /usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0
gsd-color                            1738            kwchen  mem       REG    143407 /usr/lib/x86_64-linux-gnu/libXcomposite.so.1.0.0
gsd-color                            1738            kwchen  mem       REG    143409 /usr/lib/x86_64-linux-gnu/libXcursor.so.1.0.2
gsd-color                            1738            kwchen  mem       REG    143433 /usr/lib/x86_64-linux-gnu/libXrandr.so.2.2.0
gsd-color                            1738            kwchen  mem       REG    143425 /usr/lib/x86_64-linux-gnu/libXinerama.so.1.0.0
gsd-color                            1738            kwchen  mem       REG    143834 /usr/lib/x86_64-linux-gnu/libfreetype.so.6.17.1
gsd-color                            1738            kwchen  mem       REG    143811 /usr/lib/x86_64-linux-gnu/libfontconfig.so.1.12.0
gsd-color                            1738            kwchen  mem       REG    144059 /usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.20600.4
gsd-color                            1738            kwchen  mem       REG    144387 /usr/lib/x86_64-linux-gnu/libpango-1.0.so.0.4400.7
gsd-color                            1738            kwchen  mem       REG    144391 /usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.4400.7
gsd-color                            1738            kwchen  mem       REG    143836 /usr/lib/x86_64-linux-gnu/libfribidi.so.0.4.0
gsd-color                            1738            kwchen  mem       REG    143763 /usr/lib/x86_64-linux-gnu/libepoxy.so.0.0.0
gsd-color                            1738            kwchen  mem       REG    143496 /usr/lib/x86_64-linux-gnu/libatk-bridge-2.0.so.0.0.0
gsd-color                            1738            kwchen  mem       REG    143494 /usr/lib/x86_64-linux-gnu/libatk-1.0.so.0.23510.1
gsd-color                            1738            kwchen  mem       REG    143578 /usr/lib/x86_64-linux-gnu/libcairo-gobject.so.2.11600.0
gsd-color                            1738            kwchen  mem       REG    143417 /usr/lib/x86_64-linux-gnu/libXfixes.so.3.1.0
gsd-color                            1738            kwchen  mem       REG    143423 /usr/lib/x86_64-linux-gnu/libXi.so.6.1.0
gsd-color                            1738            kwchen  mem       REG    143398 /usr/lib/x86_64-linux-gnu/libX11.so.6.3.0
gsd-color                            1738            kwchen  mem       REG    144389 /usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.4400.7
gsd-color                            1738            kwchen  mem       REG    144567 /usr/lib/x86_64-linux-gnu/libseccomp.so.2.4.3
gsd-color                            1738            kwchen  mem       REG    144636 /usr/lib/x86_64-linux-gnu/libsystemd.so.0.28.0
gsd-color                            1738            kwchen  mem       REG    143580 /usr/lib/x86_64-linux-gnu/libcairo.so.2.11600.0
gsd-color                            1738            kwchen  mem       REG    141392 /usr/lib/x86_64-linux-gnu/libgdk_pixbuf-2.0.so.0.4000.0
gsd-color                            1738            kwchen  mem       REG    144412 /usr/lib/x86_64-linux-gnu/libpcre.so.3.13.3
gsd-color                            1738            kwchen  mem       REG    143801 /usr/lib/x86_64-linux-gnu/libffi.so.7.1.0
gsd-color                            1738            kwchen  mem       REG    144473 /usr/lib/x86_64-linux-gnu/libpthread-2.31.so
gsd-color                            1738            kwchen  mem       REG    144514 /usr/lib/x86_64-linux-gnu/libresolv-2.31.so
gsd-color                            1738            kwchen  mem       REG    144570 /usr/lib/x86_64-linux-gnu/libselinux.so.1
gsd-color                            1738            kwchen  mem       REG    144234 /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
gsd-color                            1738            kwchen  mem       REG    143706 /usr/lib/x86_64-linux-gnu/libdl-2.31.so
gsd-color                            1738            kwchen  mem       REG    144887 /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
gsd-color                            1738            kwchen  mem       REG    141672 /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.6400.6
gsd-color                            1738            kwchen  mem       REG    144704 /usr/lib/x86_64-linux-gnu/libudev.so.1.6.17
gsd-color                            1738            kwchen  mem       REG    144774 /usr/lib/x86_64-linux-gnu/libwayland-client.so.0.3.0
gsd-color                            1738            kwchen  mem       REG    143571 /usr/lib/x86_64-linux-gnu/libc-2.31.so
gsd-color                            1738            kwchen  mem       REG    144211 /usr/lib/x86_64-linux-gnu/libm-2.31.so
gsd-color                            1738            kwchen  mem       REG    144319 /usr/lib/x86_64-linux-gnu/libnotify.so.4.0.0
gsd-color                            1738            kwchen  mem       REG    143895 /usr/lib/x86_64-linux-gnu/libgeoclue-2.so.0.0.0
gsd-color                            1738            kwchen  mem       REG    143588 /usr/lib/x86_64-linux-gnu/libcanberra.so.0.2.5
gsd-color                            1738            kwchen  mem       REG    143586 /usr/lib/x86_64-linux-gnu/libcanberra-gtk3.so.0.1.9
gsd-color                            1738            kwchen  mem       REG    144184 /usr/lib/x86_64-linux-gnu/liblcms2.so.2.0.8
gsd-color                            1738            kwchen  mem       REG    143881 /usr/lib/x86_64-linux-gnu/libgdk-3.so.0.2404.16
gsd-color                            1738            kwchen  mem       REG    144026 /usr/lib/x86_64-linux-gnu/libgtk-3.so.0.2404.16
gsd-color                            1738            kwchen  mem       REG    143927 /usr/lib/x86_64-linux-gnu/libgnome-desktop-3.so.19.0.8
gsd-color                            1738            kwchen  mem       REG    141670 /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.6400.6
gsd-color                            1738            kwchen  mem       REG    141674 /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.6400.6
gsd-color                            1738            kwchen  mem       REG    134970 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.6400.6
gsd-color                            1738            kwchen  mem       REG    143641 /usr/lib/x86_64-linux-gnu/libcolord.so.2.0.5
gsd-color                            1738            kwchen  mem       REG    399239 /usr/lib/x86_64-linux-gnu/gtk-3.0/modules/libcanberra-gtk3-module.so
gsd-color                            1738            kwchen  mem       REG    527607 /home/kwchen/.config/dconf/user
gsd-color                            1738            kwchen  mem       REG        82 /run/user/1000/dconf/user
gsd-color                            1738            kwchen  mem       REG    137878 /usr/lib/gnome-settings-daemon-3.0/libgsd.so
gsd-color                            1738            kwchen  mem       REG    143357 /usr/lib/x86_64-linux-gnu/ld-2.31.so
gsd-color                            1738            kwchen  mem       REG    292142 /usr/share/locale-langpack/en/LC_MESSAGES/gtk30.mo
gsd-color                            1738            kwchen    0r      CHR            6 /dev/null
gsd-color                            1738            kwchen    1u     SOCK        35305 socket:[35305]
gsd-color                            1738            kwchen    2u     SOCK        35305 socket:[35305]
gsd-color                            1738            kwchen    3u     SOCK        35547 socket:[35547]
gsd-color                            1738            kwchen    4u  unknown        12123 [eventfd]
gsd-color                            1738            kwchen    5u     SOCK        35980 socket:[35980]
gsd-color                            1738            kwchen    6u  unknown        12123 [eventfd]
gsd-color                            1738            kwchen    7u  unknown        12123 [eventfd]
gsd-color                            1738            kwchen    8u  unknown        12123 [eventfd]
gsd-color                            1738            kwchen    9u     SOCK        36048 socket:[36048]
gsd-color                            1738            kwchen   10u  unknown        12123 [eventfd]
gsd-color                            1738            kwchen   11u     SOCK        36547 socket:[36547]
gsd-color                            1738            kwchen   12r  unknown        12123 inotify
gsd-color                            1738            kwchen   14u     SOCK        37144 socket:[37144]
gsd-color                            1738            kwchen   15u  unknown        12123 [timerfd]
gsd-datetime                         1739            kwchen  cwd       DIR    181304 /home/kwchen
gsd-datetime                         1739            kwchen root       DIR         2 /
gsd-datetime                         1739            kwchen  exe       REG    145113 /usr/libexec/gsd-datetime
gsd-datetime                         1739            kwchen  mem       REG    399162 /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
gsd-datetime                         1739            kwchen  mem       REG    527550 /usr/share/glib-2.0/schemas/gschemas.compiled
gsd-datetime                         1739            kwchen  mem       REG    138307 /usr/lib/locale/locale-archive
gsd-datetime                         1739            kwchen  mem       REG    143567 /usr/lib/x86_64-linux-gnu/libbsd.so.0.10.0
gsd-datetime                         1739            kwchen  mem       REG    143669 /usr/lib/x86_64-linux-gnu/libdatrie.so.1.3.5
gsd-datetime                         1739            kwchen  mem       REG    143413 /usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0
gsd-datetime                         1739            kwchen  mem       REG    143402 /usr/lib/x86_64-linux-gnu/libXau.so.6.0.0
gsd-datetime                         1739            kwchen  mem       REG    144166 /usr/lib/x86_64-linux-gnu/libkeyutils.so.1.8
gsd-datetime                         1739            kwchen  mem       REG    143947 /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.28.0
gsd-datetime                         1739            kwchen  mem       REG    143858 /usr/lib/x86_64-linux-gnu/libgcc_s.so.1
gsd-datetime                         1739            kwchen  mem       REG    144627 /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.28
gsd-datetime                         1739            kwchen  mem       REG    144101 /usr/lib/x86_64-linux-gnu/libicudata.so.66.1
gsd-datetime                         1739            kwchen  mem       REG    144737 /usr/lib/x86_64-linux-gnu/libuuid.so.1.3.0
gsd-datetime                         1739            kwchen  mem       REG    143787 /usr/lib/x86_64-linux-gnu/libexpat.so.1.6.11
gsd-datetime                         1739            kwchen  mem       REG    143964 /usr/lib/x86_64-linux-gnu/libgraphite2.so.3.2.1
gsd-datetime                         1739            kwchen  mem       REG    144654 /usr/lib/x86_64-linux-gnu/libthai.so.0.3.1
gsd-datetime                         1739            kwchen  mem       REG    143504 /usr/lib/x86_64-linux-gnu/libatspi.so.0.0.1
gsd-datetime                         1739            kwchen  mem       REG    143673 /usr/lib/x86_64-linux-gnu/libdbus-1.so.3.19.11
gsd-datetime                         1739            kwchen  mem       REG    143435 /usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0
gsd-datetime                         1739            kwchen  mem       REG    144839 /usr/lib/x86_64-linux-gnu/libxcb-render.so.0.0.0
gsd-datetime                         1739            kwchen  mem       REG    144845 /usr/lib/x86_64-linux-gnu/libxcb-shm.so.0.0.0
gsd-datetime                         1739            kwchen  mem       REG    144450 /usr/lib/x86_64-linux-gnu/libpng16.so.16.37.0
gsd-datetime                         1739            kwchen  mem       REG    144434 /usr/lib/x86_64-linux-gnu/libpixman-1.so.0.38.4
gsd-datetime                         1739            kwchen  mem       REG    144857 /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0
gsd-datetime                         1739            kwchen  mem       REG    143415 /usr/lib/x86_64-linux-gnu/libXext.so.6.4.0
gsd-datetime                         1739            kwchen  mem       REG    144778 /usr/lib/x86_64-linux-gnu/libwayland-egl.so.1.0.0
gsd-datetime                         1739            kwchen  mem       REG    144776 /usr/lib/x86_64-linux-gnu/libwayland-cursor.so.0.0.0
gsd-datetime                         1739            kwchen  mem       REG    144861 /usr/lib/x86_64-linux-gnu/libxkbcommon.so.0.0.0
gsd-datetime                         1739            kwchen  mem       REG    143411 /usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0
gsd-datetime                         1739            kwchen  mem       REG    143407 /usr/lib/x86_64-linux-gnu/libXcomposite.so.1.0.0
gsd-datetime                         1739            kwchen  mem       REG    143409 /usr/lib/x86_64-linux-gnu/libXcursor.so.1.0.2
gsd-datetime                         1739            kwchen  mem       REG    143433 /usr/lib/x86_64-linux-gnu/libXrandr.so.2.2.0
gsd-datetime                         1739            kwchen  mem       REG    143425 /usr/lib/x86_64-linux-gnu/libXinerama.so.1.0.0
gsd-datetime                         1739            kwchen  mem       REG    143561 /usr/lib/x86_64-linux-gnu/libbrotlicommon.so.1.0.7
gsd-datetime                         1739            kwchen  mem       REG    144115 /usr/lib/x86_64-linux-gnu/libidn2.so.0.3.6
gsd-datetime                         1739            kwchen  mem       REG    144710 /usr/lib/x86_64-linux-gnu/libunistring.so.2.1.0
gsd-datetime                         1739            kwchen  mem       REG    144176 /usr/lib/x86_64-linux-gnu/libkrb5support.so.0.1
gsd-datetime                         1739            kwchen  mem       REG    143647 /usr/lib/x86_64-linux-gnu/libcom_err.so.2.1
gsd-datetime                         1739            kwchen  mem       REG    144164 /usr/lib/x86_64-linux-gnu/libk5crypto.so.3.1
gsd-datetime                         1739            kwchen  mem       REG    144174 /usr/lib/x86_64-linux-gnu/libkrb5.so.3.3
