COMMAND	PID	USER	FD	TYPE	NODE	NAME
pulseaudi	1337	kwchen	3u	unix	31853	/run/user/1000/pulse/native
pulseaudi	1337	kwchen	4r	FIFO	32423	pipe
pulseaudi	1337	kwchen	5w	FIFO	32423	pipe
pulseaudi	1337	kwchen	6u	REG	32424	/memfd:pulseaudio
pulseaudi	1337	kwchen	7r	FIFO	32425	pipe
pulseaudi	1337	kwchen	8w	FIFO	32425	pipe
pulseaudi	1337	kwchen	9u	unix	32510	type=STREAM
pulseaudi	1337	kwchen	10u	REG	555611	/home/kwchen/.config/pulse/7bc08241232b46239b2465032fb365f3-device-volumes.tdb
pulseaudi	1337	kwchen	11u	REG	555612	/home/kwchen/.config/pulse/7bc08241232b46239b2465032fb365f3-stream-volumes.tdb
pulseaudi	1337	kwchen	12u	REG	555613	/home/kwchen/.config/pulse/7bc08241232b46239b2465032fb365f3-card-database.tdb
pulseaudi	1337	kwchen	13r	a_inode	12123	inotify
pulseaudi	1337	kwchen	14u	netlink	KOBJECT_UEVENT	
pulseaudi	1337	kwchen	15u	unix	32427	type=STREAM
pulseaudi	1337	kwchen	16u	unix	34698	/run/user/1000/pulse/native
pulseaudi	1337	kwchen	17u	unix	34258	type=STREAM
pulseaudi	1337	kwchen	18u	unix	34276	type=STREAM
pulseaudi	1337	kwchen	19u	unix	36896	/run/user/1000/pulse/native
pulseaudi	1337	kwchen	20r	a_inode	12123	inotify
pulseaudi	1337	kwchen	21u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	22u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	23u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	24u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	25u	unix	39582	/run/user/1000/pulse/native
pulseaudi	1337	kwchen	26u	unix	32718	type=DGRAM
pulseaudi	1337	kwchen	27u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	28u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	29u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	30u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	31u	CHR	427	/dev/snd/controlC0
pulseaudi	1337	kwchen	32u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	33u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	34u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	35u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	36u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	37u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	38u	CHR	427	/dev/snd/controlC0
pulseaudi	1337	kwchen	39u	unix	40140	/run/user/1000/pulse/native
pulseaudi	1337	kwchen	40u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	41u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	42u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	43u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	45u	a_inode	12123	[eventfd]
pulseaudi	1337	kwchen	46u	a_inode	12123	[eventfd]
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	4096
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	4096
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	100832
pulseaudi	1337	1400	snapd-gli	kwchen	0,1	40138
pulseaudi	1337	1400	snapd-gli	kwchen	0,1	40141
pulseaudi	1337	1400	snapd-gli	kwchen	0,1	32424
pulseaudi	1337	1400	snapd-gli	kwchen	0,1	39580
pulseaudi	1337	1400	snapd-gli	kwchen	0,1	39583
pulseaudi	1337	1400	snapd-gli	kwchen	0,1	34696
pulseaudi	1337	1400	snapd-gli	kwchen	0,1	37109
pulseaudi	1337	1400	snapd-gli	kwchen	0,1	36894
pulseaudi	1337	1400	snapd-gli	kwchen	0,1	36964
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	22944
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1022400
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1952928
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	28046896
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	39144
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	106176
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	81600
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	30936
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	18664
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	18664
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	339456
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	14568
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	39144
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	104984
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	22600
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	137784
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	129096
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1575112
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1976648
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	56096
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	22600
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	191040
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	902016
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	584392
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	351352
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	51512
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	71672
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1212216
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1799408
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	309712
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	465008
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	43416
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	163200
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	387768
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	108936
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	18640
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	170056
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	633560
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1207920
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	387448
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1957200
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	337992
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	35048
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	14488
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	22680
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	35048
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	14488
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	18584
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	22680
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	30952
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	18664
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	26856
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	14568
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	75816
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	14488
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	18664
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	96512
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	14592
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	178528
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	14504
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	22776
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	30952
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	14568
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	18584
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	22928
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	45056
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	30952
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	81120
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	162024
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	47336
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	14842720
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	96728
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	101320
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	105528
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	26800
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	18688
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	265856
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	694408
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	182344
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	47064
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	247896
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	137584
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	80736
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	22368
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	44848
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	166488
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	216120
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	81416
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	100520
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	533640
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	499952
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1293928
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	14048
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1168056
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	129248
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	162264
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	2029224
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	1369352
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	18816
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	40040
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	157224
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	31120
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	325944
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	39368
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	343240
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	526688
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	728176
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	709496
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	12288
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	8192
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	27002
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	191472
pulseaudi	1337	1400	snapd-gli	kwchen	1,3	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f9d3e11c00	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f9d3e11c00	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f9d365f000	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0,12	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0,12	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0,1	67108864
pulseaudi	1337	1400	snapd-gli	kwchen	0,12	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0,12	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f9d284d000	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	8192
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	12288
pulseaudi	1337	1400	snapd-gli	kwchen	8,5	45056
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0t0	32426
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f9d4eba400	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f95ba42800	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f989d47400	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f989d46000	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f957f09400	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f98756f400	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f9d293cc00	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	116,5	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	116,5	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0xffff96f957fed000	0t0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1400	snapd-gli	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	4096
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	4096
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	100832
pulseaudi	1337	1419	alsa-sink	kwchen	0,1	40138
pulseaudi	1337	1419	alsa-sink	kwchen	0,1	40141
pulseaudi	1337	1419	alsa-sink	kwchen	0,1	32424
pulseaudi	1337	1419	alsa-sink	kwchen	0,1	39580
pulseaudi	1337	1419	alsa-sink	kwchen	0,1	39583
pulseaudi	1337	1419	alsa-sink	kwchen	0,1	34696
pulseaudi	1337	1419	alsa-sink	kwchen	0,1	37109
pulseaudi	1337	1419	alsa-sink	kwchen	0,1	36894
pulseaudi	1337	1419	alsa-sink	kwchen	0,1	36964
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	22944
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1022400
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1952928
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	28046896
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	39144
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	106176
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	81600
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	30936
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	18664
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	18664
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	339456
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	14568
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	39144
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	104984
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	22600
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	137784
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	129096
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1575112
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1976648
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	56096
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	22600
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	191040
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	902016
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	584392
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	351352
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	51512
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	71672
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1212216
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1799408
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	309712
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	465008
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	43416
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	163200
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	387768
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	108936
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	18640
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	170056
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	633560
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1207920
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	387448
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1957200
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	337992
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	35048
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	14488
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	22680
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	35048
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	14488
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	18584
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	22680
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	30952
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	18664
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	26856
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	14568
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	75816
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	14488
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	18664
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	96512
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	14592
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	178528
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	14504
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	22776
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	30952
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	14568
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	18584
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	22928
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	45056
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	30952
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	81120
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	162024
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	47336
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	14842720
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	96728
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	101320
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	105528
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	26800
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	18688
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	265856
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	694408
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	182344
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	47064
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	247896
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	137584
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	80736
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	22368
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	44848
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	166488
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	216120
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	81416
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	100520
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	533640
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	499952
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1293928
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	14048
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1168056
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	129248
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	162264
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	2029224
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	1369352
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	18816
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	40040
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	157224
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	31120
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	325944
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	39368
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	343240
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	526688
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	728176
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	709496
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	12288
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	8192
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	27002
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	191472
pulseaudi	1337	1419	alsa-sink	kwchen	1,3	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f9d3e11c00	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f9d3e11c00	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f9d365f000	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0,12	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0,12	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0,1	67108864
pulseaudi	1337	1419	alsa-sink	kwchen	0,12	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0,12	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f9d284d000	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	8192
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	12288
pulseaudi	1337	1419	alsa-sink	kwchen	8,5	45056
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0t0	32426
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f9d4eba400	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f95ba42800	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f989d47400	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f989d46000	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f957f09400	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f98756f400	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f9d293cc00	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	116,5	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	116,5	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0xffff96f957fed000	0t0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1419	alsa-sink	kwchen	0,13	0
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	4096
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	4096
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	100832
pulseaudi	1337	1434	alsa-sour	kwchen	0,1	40138
pulseaudi	1337	1434	alsa-sour	kwchen	0,1	40141
pulseaudi	1337	1434	alsa-sour	kwchen	0,1	32424
pulseaudi	1337	1434	alsa-sour	kwchen	0,1	39580
pulseaudi	1337	1434	alsa-sour	kwchen	0,1	39583
pulseaudi	1337	1434	alsa-sour	kwchen	0,1	34696
pulseaudi	1337	1434	alsa-sour	kwchen	0,1	37109
pulseaudi	1337	1434	alsa-sour	kwchen	0,1	36894
pulseaudi	1337	1434	alsa-sour	kwchen	0,1	36964
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	22944
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	1022400
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	1952928
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	28046896
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	39144
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	106176
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	81600
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	30936
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	18664
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	18664
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	339456
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	14568
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	39144
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	104984
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	22600
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	137784
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	129096
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	1575112
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	1976648
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	56096
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	22600
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	191040
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	902016
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	584392
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	351352
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	51512
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	71672
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	1212216
pulseaudi	1337	1434	alsa-sour	kwchen	8,5	1799408
